scientific,month,gno,count,longitude,latitude
Gallinula chloropus,4,951,1,114.2034202,22.47251924
Gallinula chloropus,7,1004,1,114.0382471,22.46343147
Gallinula chloropus,9,656,1,114.0576403,22.50859894
Gallinula chloropus,10,930,2,113.9993718,22.47242379
Gallinula chloropus,10,931,1,114.0090884,22.47243418
Gallinula chloropus,11,2677,3,113.9705549,22.24662682
Gallinula chloropus,11,930,7,113.9993718,22.47242379
Gallinula chloropus,11,931,1,114.0090884,22.47243418
Gallinula chloropus,11,656,2,114.0576403,22.50859894
Gallinula chloropus,11,951,1,114.2034202,22.47251924
Gallinula chloropus,12,930,7,113.9993718,22.47242379
Gallinula chloropus,12,931,1,114.0090884,22.47243418
Gallinula chloropus,12,656,2,114.0576403,22.50859894
Gambusia affinis,4,1004,2,114.0382471,22.46343147
Gambusia affinis,4,2632,1,114.2130806,22.25578431
Gambusia affinis,5,930,3,113.9993718,22.47242379
Gambusia affinis,5,727,1,114.0673665,22.49957546
Gambusia affinis,5,318,1,114.1742688,22.55379482
Gambusia affinis,5,1228,1,114.174271,22.43639963
Gambusia affinis,6,522,1,114.115947,22.52669227
Gambusia affinis,6,666,1,114.1548314,22.50864154
Gambusia affinis,7,2629,1,114.1839759,22.2557882
Gambusia affinis,8,930,1,113.9993718,22.47242379
Gambusia affinis,8,1357,3,114.0674303,22.41830166
Gambusia affinis,8,951,1,114.2034202,22.47251924
Gambusia affinis,9,2742,1,113.9220669,22.23752745
Gambusia affinis,9,878,1,114.1742702,22.48155183
Gambusia affinis,9,2629,1,114.1839759,22.2557882
Gambusia affinis,9,1241,2,114.300554,22.43635226
Gambusia affinis,10,2392,2,113.9219852,22.2826803
Gambusia affinis,10,2749,2,113.9899687,22.23761965
Gambusia affinis,10,2750,3,113.999669,22.23763051
Gambusia affinis,10,1004,1,114.0382471,22.46343147
Gambusia affinis,10,1083,1,114.125694,22.45445246
Gambusia affinis,10,1014,2,114.1354066,22.46348568
Gambusia affinis,10,2629,1,114.1839759,22.2557882
Gambusia affinis,10,250,1,114.1937145,22.56282428
Gambusia affinis,10,608,1,114.271467,22.51764562
Gambusia affinis,11,1004,2,114.0382471,22.46343147
Gambusia affinis,11,945,1,114.1451205,22.47251831
Gambusia affinis,11,806,1,114.1548343,22.49058076
Gambusia affinis,11,876,1,114.1548357,22.48155035
Gambusia affinis,11,2629,1,114.1839759,22.2557882
Gambusia affinis,12,675,1,114.2423035,22.50862974
Garrulax canorus,4,2609,2,113.9899447,22.2556809
Garrulax canorus,5,1705,1,114.0480463,22.37313491
Garrulax canorus,5,1007,1,114.0673949,22.46345388
Garrulax canorus,5,389,1,114.1839907,22.54476434
Garrulax canorus,5,390,1,114.1937123,22.54476362
Garrulax canorus,5,1528,1,114.3685028,22.40016411
Garrulax canorus,6,1082,1,114.1159786,22.45444908
Garrulax canorus,6,1363,1,114.1257072,22.41833061
Garrulax canorus,6,1433,1,114.1257105,22.40930013
Garrulax canorus,6,739,2,114.1839883,22.4996125
Garrulax canorus,6,1723,1,114.2228206,22.37317962
Garrulax canorus,7,2530,1,113.9026138,22.26458759
Garrulax canorus,7,736,1,114.1548329,22.49961115
Garrulax canorus,9,1915,1,114.0480712,22.34604333
Garrulax canorus,9,2341,1,114.1063452,22.29189563
Garrulax canorus,9,813,2,114.2228593,22.49057569
Garrulax canorus,11,249,1,114.1839916,22.56282501
Garrulax canorus,11,951,1,114.2034202,22.47251924
Garrulax canorus,12,930,1,113.9993718,22.47242379
Garrulax canorus,12,1430,1,114.0965739,22.40928829
Gekko chinensis,1,1491,1,114.0091752,22.40019079
Gekko chinensis,1,1432,1,114.1159983,22.40929676
Gekko chinensis,1,1363,1,114.1257072,22.41833061
Gekko chinensis,4,1241,1,114.300554,22.43635226
Gekko chinensis,5,521,1,114.1062267,22.5266883
Gekko chinensis,5,522,1,114.115947,22.52669227
Gekko chinensis,6,879,1,114.1839874,22.48155169
Gekko chinensis,7,1702,1,114.0189173,22.37310911
Gekko chinensis,7,3044,2,114.1354839,22.20159894
Gekko chinensis,7,2975,1,114.1451797,22.21063183
Gekko chinensis,7,2558,1,114.1742742,22.264819
Gekko chinensis,7,249,1,114.1839916,22.56282501
Gekko chinensis,8,1355,1,114.0480047,22.41828734
Gekko chinensis,8,1425,1,114.048013,22.40925688
Gekko chinensis,8,1356,1,114.0577175,22.4182948
Gekko chinensis,8,737,2,114.1645514,22.49961219
Gekko chinensis,9,2545,1,114.0481457,22.26476805
Gekko chinensis,9,2337,2,114.067529,22.29187413
Gekko chinensis,9,2341,1,114.1063452,22.29189563
Gekko chinensis,9,2624,1,114.135468,22.25578309
Gekko chinensis,9,2417,2,114.1645704,22.28287984
Gekko chinensis,10,943,1,114.1256873,22.47251332
Gekko chinensis,10,250,1,114.1937145,22.56282428
Gekko chinensis,11,1425,1,114.048013,22.40925688
Gekko chinensis,11,1358,1,114.0771431,22.41830795
Gekko chinensis,11,1289,1,114.0868501,22.42734412
Gekko chinensis,11,1290,1,114.0965636,22.42734924
Gekko chinensis,11,1571,2,114.1062952,22.39123182
Gekko chinensis,11,1572,1,114.1160062,22.39123577
Gekko chinensis,11,1436,1,114.1548471,22.40930672
Gekko chinensis,11,2700,1,114.1936764,22.24675681
Gekko chinensis,11,2630,3,114.1936775,22.25578748
Gekko chinensis,11,1792,2,114.2131086,22.36415155
Gekko chinensis,11,1582,1,114.2131156,22.39124314
Gekko chinensis,11,1583,1,114.2228266,22.39124067
Gekko chinensis,12,1702,1,114.0189173,22.37310911
Gekko chinensis,12,2558,1,114.1742742,22.264819
Gekko chinensis,12,2629,1,114.1839759,22.2557882
Gekko chinensis,12,2560,1,114.1936786,22.26481814
Gekko chinensis,12,1584,3,114.2325375,22.39123761
Gelasimus borealis,6,1204,1,113.9411337,22.43622763
Gelasimus borealis,6,1235,1,114.2422696,22.4363864
Geokichla citrina,4,930,1,113.9993718,22.47242379
Geokichla sibirica,10,1298,1,114.1742712,22.42736916
Gerosis phisara,4,948,1,114.1742704,22.47252141
Gerosis phisara,7,1523,1,114.3199451,22.40021438
Gerosis phisara,8,1575,1,114.145139,22.3912441
Gerres macracanthus,1,2629,1,114.1839759,22.2557882
Gerres macracanthus,7,1457,1,114.358803,22.40920578
Glaucidium cuculoides,1,931,1,114.0090884,22.47243418
Glaucidium cuculoides,3,860,2,113.9993603,22.48145416
Glaucidium cuculoides,3,930,5,113.9993718,22.47242379
Glaucidium cuculoides,3,931,1,114.0090884,22.47243418
Glaucidium cuculoides,4,860,3,113.9993603,22.48145416
Glaucidium cuculoides,4,930,7,113.9993718,22.47242379
Glaucidium cuculoides,4,931,3,114.0090884,22.47243418
Glaucidium cuculoides,5,860,1,113.9993603,22.48145416
Glaucidium cuculoides,5,930,6,113.9993718,22.47242379
Glaucidium cuculoides,7,930,1,113.9993718,22.47242379
Glaucidium cuculoides,8,930,1,113.9993718,22.47242379
Glaucidium cuculoides,8,931,1,114.0090884,22.47243418
Glaucidium cuculoides,11,1218,1,114.0771302,22.43636887
Glossogobius giuris,1,2458,1,113.8831908,22.27358421
Glossogobius giuris,3,2629,1,114.1839759,22.2557882
Glossogobius giuris,4,2392,1,113.9219852,22.2826803
Glossogobius giuris,4,1343,1,113.9314515,22.41815238
Glossogobius giuris,4,2629,2,114.1839759,22.2557882
Glossogobius giuris,6,2629,1,114.1839759,22.2557882
Glossogobius giuris,7,2629,1,114.1839759,22.2557882
Glossogobius giuris,8,2678,1,113.9802558,22.24663884
Glossogobius giuris,8,2629,1,114.1839759,22.2557882
Glossogobius giuris,9,2458,1,113.8831908,22.27358421
Glossogobius giuris,9,2629,1,114.1839759,22.2557882
Glossogobius giuris,9,1309,1,114.2811192,22.42733552
Glossogobius giuris,10,2392,1,113.9219852,22.2826803
Glossogobius giuris,10,2629,2,114.1839759,22.2557882
Glossogobius giuris,12,2629,1,114.1839759,22.2557882
Gracupica nigricollis,1,1138,1,113.979977,22.44531008
Gracupica nigricollis,1,930,3,113.9993718,22.47242379
Gracupica nigricollis,1,931,2,114.0090884,22.47243418
Gracupica nigricollis,1,656,2,114.0576403,22.50859894
Gracupica nigricollis,3,860,1,113.9993603,22.48145416
Gracupica nigricollis,3,930,1,113.9993718,22.47242379
Gracupica nigricollis,3,931,3,114.0090884,22.47243418
Gracupica nigricollis,4,1138,1,113.979977,22.44531008
Gracupica nigricollis,4,860,1,113.9993603,22.48145416
Gracupica nigricollis,4,930,3,113.9993718,22.47242379
Gracupica nigricollis,4,931,4,114.0090884,22.47243418
Gracupica nigricollis,4,1004,1,114.0382471,22.46343147
Gracupica nigricollis,4,1074,1,114.038256,22.45440106
Gracupica nigricollis,4,656,2,114.0576403,22.50859894
Gracupica nigricollis,4,951,1,114.2034202,22.47251924
Gracupica nigricollis,5,860,1,113.9993603,22.48145416
Gracupica nigricollis,5,930,4,113.9993718,22.47242379
Gracupica nigricollis,5,931,2,114.0090884,22.47243418
Gracupica nigricollis,5,1004,2,114.0382471,22.46343147
Gracupica nigricollis,5,1074,3,114.038256,22.45440106
Gracupica nigricollis,5,656,2,114.0576403,22.50859894
Gracupica nigricollis,5,1528,1,114.3685028,22.40016411
Gracupica nigricollis,6,860,1,113.9993603,22.48145416
Gracupica nigricollis,6,930,6,113.9993718,22.47242379
Gracupica nigricollis,6,931,1,114.0090884,22.47243418
Gracupica nigricollis,6,1004,2,114.0382471,22.46343147
Gracupica nigricollis,6,656,2,114.0576403,22.50859894
Gracupica nigricollis,7,1138,2,113.979977,22.44531008
Gracupica nigricollis,7,930,6,113.9993718,22.47242379
Gracupica nigricollis,7,931,2,114.0090884,22.47243418
Gracupica nigricollis,7,1004,3,114.0382471,22.46343147
Gracupica nigricollis,7,656,2,114.0576403,22.50859894
Gracupica nigricollis,8,930,3,113.9993718,22.47242379
Gracupica nigricollis,8,931,1,114.0090884,22.47243418
Gracupica nigricollis,8,656,1,114.0576403,22.50859894
Gracupica nigricollis,8,951,1,114.2034202,22.47251924
Gracupica nigricollis,9,860,1,113.9993603,22.48145416
Gracupica nigricollis,9,930,4,113.9993718,22.47242379
Gracupica nigricollis,9,931,1,114.0090884,22.47243418
Gracupica nigricollis,9,1004,3,114.0382471,22.46343147
Gracupica nigricollis,9,656,2,114.0576403,22.50859894
Gracupica nigricollis,10,1138,1,113.979977,22.44531008
Gracupica nigricollis,10,930,2,113.9993718,22.47242379
Gracupica nigricollis,10,931,1,114.0090884,22.47243418
Gracupica nigricollis,10,932,2,114.0188049,22.472444
Gracupica nigricollis,10,1004,2,114.0382471,22.46343147
Gracupica nigricollis,10,656,1,114.0576403,22.50859894
Gracupica nigricollis,11,2677,3,113.9705549,22.24662682
Gracupica nigricollis,11,860,2,113.9993603,22.48145416
Gracupica nigricollis,11,930,1,113.9993718,22.47242379
Gracupica nigricollis,11,1004,2,114.0382471,22.46343147
Gracupica nigricollis,11,1074,1,114.038256,22.45440106
Gracupica nigricollis,11,656,2,114.0576403,22.50859894
Gracupica nigricollis,11,1147,1,114.0674091,22.44539302
Gracupica nigricollis,11,1218,2,114.0771302,22.43636887
Gracupica nigricollis,11,1290,1,114.0965636,22.42734924
Gracupica nigricollis,11,951,1,114.2034202,22.47251924
Gracupica nigricollis,11,322,1,114.213158,22.55379074
Gracupica nigricollis,12,930,1,113.9993718,22.47242379
Gracupica nigricollis,12,1004,2,114.0382471,22.46343147
Gracupica nigricollis,12,656,2,114.0576403,22.50859894
Graminicola striatus,6,1293,1,114.1257039,22.42736109
Graminicola striatus,6,1433,1,114.1257105,22.40930013
Graminicola striatus,6,1654,1,114.2325339,22.3822071
Graminicola striatus,9,740,1,114.1937068,22.49961177
Graminicola striatus,9,813,1,114.2228593,22.49057569
Graphium agamemnon,3,860,1,113.9993603,22.48145416
Graphium agamemnon,3,930,1,113.9993718,22.47242379
Graphium agamemnon,4,1482,1,113.9217717,22.40007653
Graphium agamemnon,4,860,1,113.9993603,22.48145416
Graphium agamemnon,4,878,1,114.1742702,22.48155183
Graphium agamemnon,5,1629,1,113.9897763,22.38210855
Graphium agamemnon,5,860,1,113.9993603,22.48145416
Graphium agamemnon,5,930,1,113.9993718,22.47242379
Graphium agamemnon,5,1575,1,114.145139,22.3912441
Graphium agamemnon,5,1806,1,114.3490353,22.36406403
Graphium agamemnon,5,1528,1,114.3685028,22.40016411
Graphium agamemnon,6,2811,2,113.9123836,22.22848137
Graphium agamemnon,6,2881,1,113.9124006,22.21945077
Graphium agamemnon,6,930,1,113.9993718,22.47242379
Graphium agamemnon,6,931,1,114.0090884,22.47243418
Graphium agamemnon,6,1004,1,114.0382471,22.46343147
Graphium agamemnon,6,1501,1,114.1062907,22.40026232
Graphium agamemnon,6,666,1,114.1548314,22.50864154
Graphium agamemnon,7,930,1,113.9993718,22.47242379
Graphium agamemnon,7,1575,2,114.145139,22.3912441
Graphium agamemnon,7,247,1,114.1645458,22.5628247
Graphium agamemnon,7,2559,1,114.1839764,22.26481886
Graphium agamemnon,7,1584,1,114.2325375,22.39123761
Graphium agamemnon,7,1585,1,114.2422485,22.39123398
Graphium agamemnon,7,1515,1,114.2422527,22.40026448
Graphium agamemnon,7,536,1,114.2520324,22.52668623
Graphium agamemnon,7,466,1,114.2520373,22.53571658
Graphium agamemnon,7,1523,1,114.3199451,22.40021438
Graphium agamemnon,8,1575,2,114.145139,22.3912441
Graphium agamemnon,9,860,1,113.9993603,22.48145416
Graphium agamemnon,9,930,2,113.9993718,22.47242379
Graphium agamemnon,9,931,2,114.0090884,22.47243418
Graphium agamemnon,9,1001,1,114.0090993,22.4634038
Graphium agamemnon,9,2544,1,114.0384435,22.26476008
Graphium agamemnon,9,1355,1,114.0480047,22.41828734
Graphium agamemnon,9,2545,1,114.0481457,22.26476805
Graphium agamemnon,9,1286,1,114.0577098,22.42732525
Graphium agamemnon,9,2341,1,114.1063452,22.29189563
Graphium agamemnon,9,1575,1,114.145139,22.3912441
Graphium agamemnon,9,878,1,114.1742702,22.48155183
Graphium agamemnon,9,948,3,114.1742704,22.47252141
Graphium agamemnon,9,1309,1,114.2811192,22.42733552
Graphium agamemnon,9,1239,1,114.2811259,22.43636598
Graphium agamemnon,9,1310,1,114.2908326,22.42732896
Graphium agamemnon,9,1240,1,114.29084,22.43635941
Graphium agamemnon,10,2319,1,113.892857,22.29166251
Graphium agamemnon,10,2320,1,113.9025609,22.2916792
Graphium agamemnon,10,2321,1,113.9122649,22.29169531
Graphium agamemnon,10,2322,1,113.9219688,22.29171084
Graphium agamemnon,10,860,1,113.9993603,22.48145416
Graphium agamemnon,10,930,4,113.9993718,22.47242379
Graphium agamemnon,10,931,2,114.0090884,22.47243418
Graphium agamemnon,10,1561,1,114.009186,22.39116032
Graphium agamemnon,10,2334,1,114.0384168,22.29185192
Graphium agamemnon,10,1985,1,114.0480795,22.33701279
Graphium agamemnon,10,1575,1,114.145139,22.3912441
Graphium agamemnon,10,1228,1,114.174271,22.43639963
Graphium agamemnon,10,3336,1,114.2518389,22.16546395
Graphium agamemnon,10,537,1,114.2617528,22.5266814
Graphium agamemnon,10,608,1,114.271467,22.51764562
Graphium agamemnon,11,1482,2,113.9217717,22.40007653
Graphium agamemnon,11,931,1,114.0090884,22.47243418
Graphium agamemnon,11,1575,1,114.145139,22.3912441
Graphium agamemnon,11,250,1,114.1937145,22.56282428
Graphium agamemnon,11,329,1,114.2812139,22.55376097
Graphium agamemnon,11,330,1,114.2909362,22.55375437
Graphium cloanthus,6,2535,1,113.9511242,22.26466223
Graphium cloanthus,6,1367,1,114.1645585,22.41833824
Graphium cloanthus,6,1228,1,114.174271,22.43639963
Graphium cloanthus,6,389,1,114.1839907,22.54476434
Graphium cloanthus,7,1575,1,114.145139,22.3912441
Graphium cloanthus,7,1367,1,114.1645585,22.41833824
Graphium cloanthus,8,1862,1,114.2131063,22.355121
Graphium cloanthus,8,1933,1,114.2228118,22.34608798
Graphium cloanthus,10,1228,1,114.174271,22.43639963
Graphium doson,3,930,1,113.9993718,22.47242379
Graphium doson,4,1482,1,113.9217717,22.40007653
Graphium doson,4,878,1,114.1742702,22.48155183
Graphium doson,5,2462,1,113.9220016,22.27364975
Graphium doson,5,1629,1,113.9897763,22.38210855
Graphium doson,5,930,1,113.9993718,22.47242379
Graphium doson,5,931,1,114.0090884,22.47243418
Graphium doson,5,675,1,114.2423035,22.50862974
Graphium doson,5,1876,1,114.3490242,22.35503352
Graphium doson,5,1806,1,114.3490353,22.36406403
Graphium doson,6,860,1,113.9993603,22.48145416
Graphium doson,6,930,3,113.9993718,22.47242379
Graphium doson,6,1228,1,114.174271,22.43639963
Graphium doson,7,930,1,113.9993718,22.47242379
Graphium doson,7,1575,1,114.145139,22.3912441
Graphium doson,7,1523,1,114.3199451,22.40021438
Graphium doson,8,930,2,113.9993718,22.47242379
Graphium doson,9,1001,1,114.0090993,22.4634038
Graphium doson,10,860,1,113.9993603,22.48145416
Graphium sarpedon,2,930,1,113.9993718,22.47242379
Graphium sarpedon,3,860,1,113.9993603,22.48145416
Graphium sarpedon,3,930,1,113.9993718,22.47242379
Graphium sarpedon,4,1482,1,113.9217717,22.40007653
Graphium sarpedon,4,2609,1,113.9899447,22.2556809
Graphium sarpedon,4,930,3,113.9993718,22.47242379
Graphium sarpedon,4,931,1,114.0090884,22.47243418
Graphium sarpedon,4,1575,1,114.145139,22.3912441
Graphium sarpedon,4,878,1,114.1742702,22.48155183
Graphium sarpedon,4,948,1,114.1742704,22.47252141
Graphium sarpedon,4,249,1,114.1839916,22.56282501
Graphium sarpedon,4,250,1,114.1937145,22.56282428
Graphium sarpedon,4,251,1,114.2034374,22.56282297
Graphium sarpedon,4,322,1,114.213158,22.55379074
Graphium sarpedon,5,2531,1,113.9123158,22.26460368
Graphium sarpedon,5,2462,1,113.9220016,22.27364975
Graphium sarpedon,5,1629,1,113.9897763,22.38210855
Graphium sarpedon,5,930,2,113.9993718,22.47242379
Graphium sarpedon,5,1561,1,114.009186,22.39116032
Graphium sarpedon,5,1702,1,114.0189173,22.37310911
Graphium sarpedon,5,1773,1,114.0286365,22.36408778
Graphium sarpedon,5,1004,1,114.0382471,22.46343147
Graphium sarpedon,5,727,1,114.0673665,22.49957546
Graphium sarpedon,5,452,1,114.1159431,22.53572263
Graphium sarpedon,5,1575,1,114.145139,22.3912441
Graphium sarpedon,5,1367,1,114.1645585,22.41833824
Graphium sarpedon,5,675,1,114.2423035,22.50862974
Graphium sarpedon,5,676,1,114.2520227,22.5086255
Graphium sarpedon,5,677,1,114.2617418,22.50862067
Graphium sarpedon,5,1876,1,114.3490242,22.35503352
Graphium sarpedon,5,1806,1,114.3490353,22.36406403
Graphium sarpedon,5,1877,1,114.3587326,22.35502291
Graphium sarpedon,5,1807,1,114.3587443,22.36405341
Graphium sarpedon,5,1528,1,114.3685028,22.40016411
Graphium sarpedon,6,2811,1,113.9123836,22.22848137
Graphium sarpedon,6,2881,1,113.9124006,22.21945077
Graphium sarpedon,6,2464,1,113.941407,22.27367904
Graphium sarpedon,6,2534,1,113.9414221,22.26464846
Graphium sarpedon,6,2535,1,113.9511242,22.26466223
Graphium sarpedon,6,2605,1,113.9511387,22.25563164
Graphium sarpedon,6,860,1,113.9993603,22.48145416
Graphium sarpedon,6,930,2,113.9993718,22.47242379
Graphium sarpedon,6,931,1,114.0090884,22.47243418
Graphium sarpedon,6,1501,1,114.1062907,22.40026232
Graphium sarpedon,6,1571,1,114.1062952,22.39123182
Graphium sarpedon,6,522,1,114.115947,22.52669227
Graphium sarpedon,6,1575,1,114.145139,22.3912441
Graphium sarpedon,6,666,1,114.1548314,22.50864154
Graphium sarpedon,6,1296,1,114.1548443,22.42736769
Graphium sarpedon,6,1228,1,114.174271,22.43639963
Graphium sarpedon,6,389,1,114.1839907,22.54476434
Graphium sarpedon,6,882,1,114.2131391,22.48154776
Graphium sarpedon,6,1515,1,114.2422527,22.40026448
Graphium sarpedon,6,1375,1,114.2422611,22.41832546
Graphium sarpedon,6,1446,1,114.2519691,22.40929075
Graphium sarpedon,7,1575,2,114.145139,22.3912441
Graphium sarpedon,7,246,1,114.1548228,22.56282366
Graphium sarpedon,7,2559,1,114.1839764,22.26481886
Graphium sarpedon,7,250,1,114.1937145,22.56282428
Graphium sarpedon,7,1514,1,114.2325411,22.40026812
Graphium sarpedon,7,1374,1,114.2325483,22.4183291
Graphium sarpedon,7,1446,1,114.2519691,22.40929075
Graphium sarpedon,7,536,1,114.2520324,22.52668623
Graphium sarpedon,7,466,1,114.2520373,22.53571658
Graphium sarpedon,7,1522,1,114.3102336,22.40022268
Graphium sarpedon,7,1523,1,114.3199451,22.40021438
Graphium sarpedon,7,1453,1,114.3199544,22.40924485
Graphium sarpedon,8,1984,1,114.0383723,22.33700478
Graphium sarpedon,8,1575,2,114.145139,22.3912441
Graphium sarpedon,8,1932,1,114.2131039,22.34609045
Graphium sarpedon,8,1862,1,114.2131063,22.355121
Graphium sarpedon,8,1792,1,114.2131086,22.36415155
Graphium sarpedon,8,1933,1,114.2228118,22.34608798
Graphium sarpedon,9,930,3,113.9993718,22.47242379
Graphium sarpedon,9,1001,1,114.0090993,22.4634038
Graphium sarpedon,9,1004,1,114.0382471,22.46343147
Graphium sarpedon,9,1074,1,114.038256,22.45440106
Graphium sarpedon,9,1285,1,114.0479964,22.4273178
Graphium sarpedon,9,1355,1,114.0480047,22.41828734
Graphium sarpedon,9,2545,1,114.0481457,22.26476805
Graphium sarpedon,9,1286,1,114.0577098,22.42732525
Graphium sarpedon,9,2341,1,114.1063452,22.29189563
Graphium sarpedon,9,1367,1,114.1645585,22.41833824
Graphium sarpedon,9,878,1,114.1742702,22.48155183
Graphium sarpedon,9,948,4,114.1742704,22.47252141
Graphium sarpedon,10,2320,1,113.9025609,22.2916792
Graphium sarpedon,10,2321,1,113.9122649,22.29169531
Graphium sarpedon,10,2322,1,113.9219688,22.29171084
Graphium sarpedon,10,1629,1,113.9897763,22.38210855
Graphium sarpedon,10,930,3,113.9993718,22.47242379
Graphium sarpedon,10,1561,1,114.009186,22.39116032
Graphium sarpedon,10,1631,1,114.0091968,22.38212983
Graphium sarpedon,10,2334,1,114.0384168,22.29185192
Graphium sarpedon,10,1915,1,114.0480712,22.34604333
Graphium sarpedon,10,1985,1,114.0480795,22.33701279
Graphium sarpedon,10,1228,1,114.174271,22.43639963
Graphium sarpedon,10,1375,1,114.2422611,22.41832546
Graphium sarpedon,10,3336,1,114.2518389,22.16546395
Graphium sarpedon,10,607,1,114.2617473,22.51765104
Graphium sarpedon,10,537,1,114.2617528,22.5266814
Graphium sarpedon,10,608,1,114.271467,22.51764562
Graphium sarpedon,11,931,1,114.0090884,22.47243418
Graphium sarpedon,11,1305,1,114.2422654,22.42735593
Graphium sarpedon,11,330,1,114.2909362,22.55375437
Graphium sarpedon,12,930,1,113.9993718,22.47242379
Gynacantha japonica,7,247,1,114.1645458,22.5628247
Gynacantha japonica,9,878,1,114.1742702,22.48155183
Gynacantha ryukyuensis,6,879,2,114.1839874,22.48155169
Gynacantha ryukyuensis,7,879,1,114.1839874,22.48155169
Gynacantha ryukyuensis,7,743,1,114.2228623,22.49960608
Gynacantha subinterrupta,3,860,1,113.9993603,22.48145416
Gynacantha subinterrupta,4,860,2,113.9993603,22.48145416
Gynacantha subinterrupta,5,860,1,113.9993603,22.48145416
Gynacantha subinterrupta,6,937,1,114.0673878,22.47248429
Gynacantha subinterrupta,6,879,1,114.1839874,22.48155169
Gynacantha subinterrupta,6,532,1,114.2131509,22.5266997
Gynacantha subinterrupta,7,860,2,113.9993603,22.48145416
Gynacantha subinterrupta,7,931,2,114.0090884,22.47243418
Gynacantha subinterrupta,7,247,1,114.1645458,22.5628247
Gynacantha subinterrupta,8,860,1,113.9993603,22.48145416
Gynacantha subinterrupta,9,860,1,113.9993603,22.48145416
Gynacantha subinterrupta,11,931,1,114.0090884,22.47243418
Halcyon pileata,1,930,1,113.9993718,22.47242379
Halcyon pileata,2,930,1,113.9993718,22.47242379
Halcyon pileata,9,1915,1,114.0480712,22.34604333
Halcyon smyrnensis,1,930,3,113.9993718,22.47242379
Halcyon smyrnensis,2,860,1,113.9993603,22.48145416
Halcyon smyrnensis,2,930,1,113.9993718,22.47242379
Halcyon smyrnensis,2,931,3,114.0090884,22.47243418
Halcyon smyrnensis,3,931,2,114.0090884,22.47243418
Halcyon smyrnensis,4,931,4,114.0090884,22.47243418
Halcyon smyrnensis,4,1004,1,114.0382471,22.46343147
Halcyon smyrnensis,5,860,1,113.9993603,22.48145416
Halcyon smyrnensis,5,930,1,113.9993718,22.47242379
Halcyon smyrnensis,5,931,1,114.0090884,22.47243418
Halcyon smyrnensis,6,860,2,113.9993603,22.48145416
Halcyon smyrnensis,6,656,1,114.0576403,22.50859894
Halcyon smyrnensis,7,860,1,113.9993603,22.48145416
Halcyon smyrnensis,7,930,2,113.9993718,22.47242379
Halcyon smyrnensis,7,931,2,114.0090884,22.47243418
Halcyon smyrnensis,7,656,1,114.0576403,22.50859894
Halcyon smyrnensis,8,930,2,113.9993718,22.47242379
Halcyon smyrnensis,8,931,2,114.0090884,22.47243418
Halcyon smyrnensis,8,951,1,114.2034202,22.47251924
Halcyon smyrnensis,9,860,1,113.9993603,22.48145416
Halcyon smyrnensis,9,930,1,113.9993718,22.47242379
Halcyon smyrnensis,9,931,3,114.0090884,22.47243418
Halcyon smyrnensis,9,656,1,114.0576403,22.50859894
Halcyon smyrnensis,10,860,1,113.9993603,22.48145416
Halcyon smyrnensis,10,930,2,113.9993718,22.47242379
Halcyon smyrnensis,10,931,3,114.0090884,22.47243418
Halcyon smyrnensis,10,932,1,114.0188049,22.472444
Halcyon smyrnensis,11,2677,1,113.9705549,22.24662682
Halcyon smyrnensis,11,860,1,113.9993603,22.48145416
Halcyon smyrnensis,11,930,1,113.9993718,22.47242379
Halcyon smyrnensis,11,931,1,114.0090884,22.47243418
Halcyon smyrnensis,12,860,2,113.9993603,22.48145416
Halcyon smyrnensis,12,930,5,113.9993718,22.47242379
Halcyon smyrnensis,12,931,2,114.0090884,22.47243418
Haliaeetus leucogaster,1,1687,1,113.8732733,22.37290146
Haliaeetus leucogaster,1,2881,1,113.9124006,22.21945077
Haliaeetus leucogaster,1,928,1,113.9799387,22.47240123
Haliaeetus leucogaster,4,1687,1,113.8732733,22.37290146
Haliaeetus leucogaster,4,3028,2,113.9803187,22.20148561
Haliaeetus leucogaster,4,2821,1,114.00938,22.22861014
Haliaeetus leucogaster,4,2545,1,114.0481457,22.26476805
Haliaeetus leucogaster,4,2341,1,114.1063452,22.29189563
Haliaeetus leucogaster,4,2905,1,114.1451777,22.21966254
Haliaeetus leucogaster,4,3129,1,114.2809449,22.19254017
Haliaeetus leucogaster,4,1659,1,114.2810855,22.3821831
Haliaeetus leucogaster,4,2432,1,114.3101219,22.28282559
Haliaeetus leucogaster,4,687,1,114.3589327,22.50854012
Haliaeetus leucogaster,9,2341,1,114.1063452,22.29189563
Haliaeetus leucogaster,12,3231,1,113.9124851,22.17429761
Haliaeetus leucogaster,12,3028,2,113.9803187,22.20148561
Haliaeetus leucogaster,12,2821,2,114.00938,22.22861014
Haliaeetus leucogaster,12,2545,2,114.0481457,22.26476805
Haliaeetus leucogaster,12,2905,1,114.1451777,22.21966254
Haliaeetus leucogaster,12,2909,1,114.1839741,22.21966546
Haliaeetus leucogaster,12,2982,1,114.213069,22.21063087
Haliaeetus leucogaster,12,1022,1,114.2131344,22.46348692
Haliaeetus leucogaster,12,3129,1,114.2809449,22.19254017
Haliaeetus leucogaster,12,610,1,114.2909065,22.51763303
Haliaeetus leucogaster,12,687,1,114.3589327,22.50854012
Hasora badra,6,930,1,113.9993718,22.47242379
Hasora badra,6,931,1,114.0090884,22.47243418
Hasora badra,7,860,1,113.9993603,22.48145416
